,5
"Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Hypertrophic_cardiomyopathy_1|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|Cardiovascular_phenotype",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Hypertrophic_cardiomyopathy_1|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Hypertrophic_cardiomyopathy_1|Costello_syndrome|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided",1
"Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|Cardiovascular_phenotype|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|not_specified|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Left_ventricular_noncompaction_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Familial_restrictive_cardiomyopathy|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|Dilated_Cardiomyopathy,_Dominant|not_provided",1
Primary_familial_dilated_cardiomyopathy|not_specified,1
"TNNT2-Related_Cardiomyopathy|Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided",1
"Sudden_cardiac_death|Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy|Left_ventricular_noncompaction_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Familial_restrictive_cardiomyopathy|not_specified|Cardiovascular_phenotype|Dilated_Cardiomyopathy,_Dominant",1
"Cardiomyopathy|Left_ventricular_noncompaction_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|not_specified|Cardiovascular_phenotype|Dilated_Cardiomyopathy,_Dominant|not_provided",1
Hypertrophic_cardiomyopathy_2,1
Dilated_cardiomyopathy_1D,1
"Primary_dilated_cardiomyopathy|Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Primary_familial_dilated_cardiomyopathy|Cardiovascular_phenotype|not_provided",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Dilated_cardiomyopathy_1DD|not_specified|not_provided",1
"Hypertrophic_cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Cardiovascular_phenotype",1
"Primary_dilated_cardiomyopathy|Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3",1
"Cardiomyopathy|Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Dilated_cardiomyopathy_1DD|not_specified|Cardiovascular_phenotype",1
Left_ventricular_noncompaction|not_specified,1
"Hypertrophic_cardiomyopathy_2|Dilated_cardiomyopathy_1D|Cardiomyopathy,_familial_restrictive,_3|Cardiovascular_phenotype|not_provided",1
"Hypohidrotic_ectodermal_dysplasia|Ectodermal_dysplasia_11A,_hypohidrotic/hair/tooth_type,_autosomal_dominant|Ectodermal_dysplasia_11B,_hypohidrotic/hair/tooth_type,_autosomal_recessive|not_specified|Hypohidrotic_Ectodermal_Dysplasia,_Recessive|not_provided",1
"Ectodermal_dysplasia_10A,_hypohidrotic/hair/nail_type,_autosomal_dominant|Ectodermal_dysplasia_11B,_hypohidrotic/hair/tooth_type,_autosomal_recessive",1
"Hypohidrotic_ectodermal_dysplasia|Hypohidrotic_Ectodermal_Dysplasia,_Recessive|not_provided",1
Mitochondrial_trifunctional_protein_deficiency,1
"Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Familial_hypobetalipoproteinemia",1
"Familial_hypercholesterolemia|Warfarin_response|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|not_specified|Cardiovascular_phenotype",1
"Obesity|Obesity_due_to_pro-opiomelanocortin_deficiency|Obesity,_early-onset,_susceptibility_to|not_provided",1
Obesity|Obesity_due_to_pro-opiomelanocortin_deficiency|not_provided,1
Obesity|Obesity_due_to_pro-opiomelanocortin_deficiency|not_specified|not_provided,1
DNMT3A-Related_Disorder|Abnormality_of_the_nervous_system|Acute_myeloid_leukemia|Lung_adenocarcinoma|Tall_stature-intellectual_disability-facial_dysmorphism_syndrome|Myelodysplastic_syndrome|Inborn_genetic_diseases|not_specified|not_provided,1
HADHA-Related_Disorders|See_cases|Mitochondrial_trifunctional_protein_deficiency|Long_chain_3-hydroxyacyl-CoA_dehydrogenase_deficiency|Inborn_genetic_diseases|Lchad_deficiency_with_maternal_acute_fatty_liver_of_pregnancy|not_specified|not_provided,1
Mitochondrial_trifunctional_protein_deficiency|Long_chain_3-hydroxyacyl-CoA_dehydrogenase_deficiency|Inborn_genetic_diseases|not_provided,1
Long_chain_3-hydroxyacyl-CoA_dehydrogenase_deficiency,1
HADHA-Related_Disorders|Mitochondrial_trifunctional_protein_deficiency|Long_chain_3-hydroxyacyl-CoA_dehydrogenase_deficiency|not_provided,1
Primary_ciliary_dyskinesia|Primary_ciliary_dyskinesia_21|not_provided,1
Acute_infantile_liver_failure_due_to_synthesis_defect_of_mtDNA-encoded_proteins|Infantile_liver_failure_syndrome_2|not_provided,1
Primary_ciliary_dyskinesia|Primary_ciliary_dyskinesia_21,1
Primary_ciliary_dyskinesia|Primary_ciliary_dyskinesia_21|not_specified,1
Nonsyndromic_genetic_hearing_loss|not_provided|Rare_genetic_deafness,1
Autosomal_recessive_nonsyndromic_hearing_loss_9|Nonsyndromic_genetic_hearing_loss|Rare_genetic_deafness,1
"Autosomal_recessive_nonsyndromic_hearing_loss_9|Hearing_loss,_autosomal_recessive|Rare_genetic_deafness",1
Bilateral_sensorineural_hearing_impairment|Autosomal_recessive_nonsyndromic_hearing_loss_9|Nonsyndromic_genetic_hearing_loss|Rare_genetic_deafness,1
Bilateral_sensorineural_hearing_impairment|Autosomal_recessive_nonsyndromic_hearing_loss_9|not_specified|not_provided,1
Bilateral_sensorineural_hearing_impairment|not_specified|not_provided,1
Autosomal_recessive_nonsyndromic_hearing_loss_9|Nonsyndromic_genetic_hearing_loss|not_provided|Rare_genetic_deafness,1
Bilateral_sensorineural_hearing_impairment|Autosomal_recessive_nonsyndromic_hearing_loss_9|Rare_genetic_deafness,1
"Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Familial_hypobetalipoproteinemia|not_specified|Cardiovascular_phenotype|not_provided",1
Familial_hypobetalipoproteinemia_1|Hypobetalipoproteinemia,1
"Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|not_specified|not_provided",1
"Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Cardiovascular_phenotype|not_provided",1
Connective_tissue_disorder|Cranioectodermal_dysplasia_2|Short-rib_thoracic_dysplasia_7_with_or_without_polydactyly|not_provided,1
Cranioectodermal_dysplasia_2|Short-rib_thoracic_dysplasia_7_with_or_without_polydactyly|not_specified,1
Cranioectodermal_dysplasia_2|not_provided,1
Cranioectodermal_dysplasia|Cranioectodermal_dysplasia_2|Short-rib_thoracic_dysplasia_7_with_or_without_polydactyly|Jeune_thoracic_dystrophy|WDR35-Related_Disorders|not_provided,1
Connective_tissue_disorder|Cranioectodermal_dysplasia_2|Short-rib_thoracic_dysplasia_7_with_or_without_polydactyly|not_specified|not_provided,1
Connective_tissue_disorder|Osteoarthritis_susceptibility_2|Multiple_epiphyseal_dysplasia_type_5|not_specified|not_provided,1
Connective_tissue_disorder|Multiple_epiphyseal_dysplasia_type_5|not_specified|not_provided,1
"Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1",1
"Stroke|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Hypobetalipoproteinemia|Homozygous_familial_hypercholesterolemia|Familial_hypobetalipoproteinemia|Cardiovascular_phenotype|not_provided",1
"APOB-related_disorder|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Homozygous_familial_hypercholesterolemia|Cardiovascular_phenotype|not_provided",1
"Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1",1
"Familial_hypercholesterolemia|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Cardiovascular_phenotype|not_provided",1
"Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Homozygous_familial_hypercholesterolemia|not_specified|Cardiovascular_phenotype|not_provided",1
"Triangular_shaped_proximal_phalanx_of_the_thumb|Neutrophilia_in_presence_of_infection|Isolated_systolic_hypertension|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|not_specified|Cardiovascular_phenotype",1
"Hypercholesterolemia|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|not_specified|Cardiovascular_phenotype|not_provided",1
Familial_hypobetalipoproteinemia_1,1
"Familial_hypercholesterolemia|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Familial_hypobetalipoproteinemia|not_provided",1
"Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Familial_hypobetalipoproteinemia|Cardiovascular_phenotype",1
Familial_hypercholesterolemia|Familial_hypobetalipoproteinemia,1
"Transient_hyperlipidemia|Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|not_specified|Cardiovascular_phenotype|not_provided",1
"Familial_hypercholesterolemia|Hypercholesterolemia,_familial,_1|Hypercholesterolemia,_autosomal_dominant,_type_B|Familial_hypobetalipoproteinemia_1|Primary_familial_dilated_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided",1
Bilateral_sensorineural_hearing_impairment|Autosomal_recessive_nonsyndromic_hearing_loss_9|not_provided|Rare_genetic_deafness,1
"Autosomal_recessive_nonsyndromic_hearing_loss_9|Nonsyndromic_genetic_hearing_loss|Hearing_loss,_autosomal_recessive|not_provided|Rare_genetic_deafness",1
"Autosomal_recessive_nonsyndromic_hearing_loss_9|Auditory_neuropathy,_autosomal_recessive,_1|Rare_genetic_deafness",1
Abnormal_central_motor_function|Hereditary_spastic_paraplegia_4|Hereditary_spastic_paraplegia|Inborn_genetic_diseases|not_provided,1
"Spastic_paraplegia,_autosomal_dominant|not_specified",1
Periodic_fever-infantile_enterocolitis-autoinflammatory_syndrome|Familial_cold_autoinflammatory_syndrome_4|Autoinflammatory_syndrome|not_specified|not_provided,1
Periodic_fever-infantile_enterocolitis-autoinflammatory_syndrome|Familial_cold_autoinflammatory_syndrome_4|Autoinflammatory_syndrome,1
Periodic_fever-infantile_enterocolitis-autoinflammatory_syndrome|Familial_cold_autoinflammatory_syndrome_4|Syndrome_of_entercolitis_and_autoinflmmation_caused_by_mutation_of_NLRC4_(SCAN4)|not_provided,1
Glaucoma_3A|not_provided,1
"Glaucoma_3A|Glaucoma_3,_primary_infantile,_B|Anterior_segment_dysgenesis_6|Congenital_glaucoma|not_specified|not_provided",1
Irido-corneo-trabecular_dysgenesis|Glaucoma_3A|Anterior_segment_dysgenesis_6|Congenital_glaucoma|not_specified|not_provided,1
Irido-corneo-trabecular_dysgenesis|Glaucoma_3A|Congenital_glaucoma|not_specified|not_provided,1
Glaucoma_3A|Anterior_segment_dysgenesis_6|Congenital_glaucoma|not_specified|not_provided,1
"Glaucoma_3A|Glaucoma,_primary_open_angle,_juvenile-onset",1
Anterior_segment_dysgenesis_6|not_provided,1
Irido-corneo-trabecular_dysgenesis|Primary_congenital_glaucoma|Glaucoma_3A|not_provided,1
"Glaucoma_of_childhood|Primary_congenital_glaucoma|Glaucoma_3A|Glaucoma_3,_primary_infantile,_B|Anterior_segment_dysgenesis_6|Congenital_glaucoma|not_provided",1
"Congenital_ocular_coloboma|Irido-corneo-trabecular_dysgenesis|Glaucoma_3A|Myopathy,_centronuclear,_5|Congenital_glaucoma|Glaucoma,_early-onset,_digenic|not_specified|CYP1B1-Related_Disorders|not_provided",1
Glaucoma_3A,1
"Glaucoma_3A|Glaucoma_3,_primary_infantile,_B|Anterior_segment_dysgenesis_6|not_provided",1
Congenital_ocular_coloboma|Irido-corneo-trabecular_dysgenesis|Glaucoma_3A|Congenital_glaucoma|not_specified|not_provided,1
Congenital_ocular_coloboma|Irido-corneo-trabecular_dysgenesis|Anterior_segment_dysgenesis|Glaucoma_3A|Congenital_glaucoma|Primary_open_angle_glaucoma|not_specified|not_provided,1
"Irido-corneo-trabecular_dysgenesis|Anterior_segment_dysgenesis|Glaucoma_3A|Glaucoma_3,_primary_infantile,_B|Anterior_segment_dysgenesis_6|Congenital_glaucoma|CYP1B1-Related_Disorders|not_provided",1
Irido-corneo-trabecular_dysgenesis|Glaucoma_3A|Anterior_segment_dysgenesis_6|not_specified|not_provided,1
Irido-corneo-trabecular_dysgenesis|Glaucoma_3A|not_provided,1
Cerebral_palsy|Hereditary_spastic_paraplegia_4|not_specified|not_provided,1
Spastic_paraparesis|Hereditary_spastic_paraplegia_4|Hereditary_spastic_paraplegia|not_provided,1
Autosomal_recessive_nonsyndromic_hearing_loss_9,1
Hereditary_spastic_paraplegia_4|Inborn_genetic_diseases|not_provided,1
"Navajo_neurohepatopathy|Charcot-Marie-Tooth_disease,_axonal,_type_2EE|MPV17-Related_Disorders|not_provided",1
Navajo_neurohepatopathy|Mitochondrial_DNA_depletion_syndrome|not_provided,1
"Navajo_neurohepatopathy|Mitochondrial_DNA_depletion_syndrome,_hepatocerebral_form|not_provided",1
Navajo_neurohepatopathy|Mitochondrial_DNA_depletion_syndrome|not_specified|not_provided,1
"Retinitis_pigmentosa_58|Retinitis_Pigmentosa,_Dominant|not_provided",1
Retinitis_pigmentosa|Retinitis_pigmentosa_58|not_provided,1
"Retinitis_pigmentosa|Retinitis_Pigmentosa,_Dominant|not_provided",1
Joubert_syndrome|Short-rib_thoracic_dysplasia_10_with_or_without_polydactyly|Retinitis_pigmentosa_71|Bardet-Biedl_syndrome_20,1
Short-rib_thoracic_dysplasia_10_with_or_without_polydactyly|Retinitis_pigmentosa_71|Neurodevelopmental_disorder|not_specified|not_provided,1
Short-rib_thoracic_dysplasia_10_with_or_without_polydactyly|Retinitis_pigmentosa_71|Bardet-Biedl_syndrome_20,1
Short-rib_thoracic_dysplasia_10_with_or_without_polydactyly|Retinitis_pigmentosa_71,1
Hypertriglyceridemia|Fasting_plasma_glucose_level_quantitative_trait_locus_5|not_specified|not_provided,1
Retinitis_pigmentosa|Retinitis_pigmentosa_54|not_provided,1
"Squamous_cell_lung_carcinoma|Neuroblastoma,_susceptibility_to,_3|Hereditary_cancer-predisposing_syndrome|not_specified|not_provided",1
"Neuroblastoma,_susceptibility_to,_3|Hereditary_cancer-predisposing_syndrome|Neuroblastoma_Susceptibility",1
"Neuroblastoma|Neuroblastoma,_susceptibility_to,_3|Hereditary_cancer-predisposing_syndrome",1
"Neuroblastoma,_susceptibility_to,_3|Hereditary_cancer-predisposing_syndrome|not_specified|Neuroblastoma_Susceptibility",1
Hereditary_xanthinuria_type_1|Xanthinuria_type_II|not_specified,1
3-Oxo-5_alpha-steroid_delta_4-dehydrogenase_deficiency,1
3-Oxo-5_alpha-steroid_delta_4-dehydrogenase_deficiency|not_provided,1
Micropenis|3-Oxo-5_alpha-steroid_delta_4-dehydrogenase_deficiency|not_provided,1
Infantile_liver_failure_syndrome_2|not_provided,1
Short_stature-optic_atrophy-Pelger-HuC+t_anomaly_syndrome|Infantile_liver_failure_syndrome_2|not_provided,1
Hypohidrotic_ectodermal_dysplasia|not_provided,1
Sudden_cardiac_death|Cardiomyopathy|Hypertrophic_cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_2|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Catecholaminergic_polymorphic_ventricular_tachycardia|Primary_familial_hypertrophic_cardiomyopathy|Sudden_unexplained_death|not_specified|Cardiovascular_phenotype|not_provided,1
Catecholaminergic_polymorphic_ventricular_tachycardia_1|Catecholaminergic_polymorphic_ventricular_tachycardia|not_provided,1
"Cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_2|Ventricular_fibrillation,_paroxysmal_familial,_type_1|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified|Cardiovascular_phenotype|not_provided",1
Cardiomyopathy|Hypertrophic_cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia|Primary_familial_hypertrophic_cardiomyopathy|not_specified|Cardiovascular_phenotype|not_provided,1
Cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_2|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Catecholaminergic_polymorphic_ventricular_tachycardia|Cardiovascular_phenotype|not_provided,1
Cardiac_arrhythmia|Arrhythmogenic_right_ventricular_dysplasia_2|Catecholaminergic_polymorphic_ventricular_tachycardia_1|not_specified|not_provided,1
Cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified,1
Cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified|Cardiovascular_phenotype,1
Primary_dilated_cardiomyopathy|Cardiac_arrhythmia|Cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified|Cardiovascular_phenotype|not_provided,1
Cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Cardiovascular_phenotype,1
Death_in_infancy|Cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified|Cardiovascular_phenotype|not_provided,1
Cardiac_arrhythmia|Cardiomyopathy|not_specified,1
"Myoglobinuria,_acute_recurrent,_autosomal_recessive|not_provided",1
Cardiomyopathy|Long_QT_syndrome|Arrhythmogenic_right_ventricular_dysplasia_2|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified|Cardiovascular_phenotype|not_provided,1
Arrhythmogenic_right_ventricular_cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified,1
Cardiac_arrhythmia|Cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_2|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified|Cardiovascular_phenotype|not_provided,1
Polymorphic_ventricular_tachycardia|Arrhythmogenic_right_ventricular_dysplasia_2|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Ventricular_arrhythmias_due_to_cardiac_ryanodine_receptor_calcium_release_deficiency_syndrome|not_specified,1
Cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Arrhythmogenic_right_ventricular_cardiomyopathy|Catecholaminergic_polymorphic_ventricular_tachycardia|not_specified|Cardiovascular_phenotype|not_provided,1
Cardiomyopathy|Arrhythmogenic_right_ventricular_dysplasia_2|Catecholaminergic_polymorphic_ventricular_tachycardia_1|Catecholaminergic_polymorphic_ventricular_tachycardia|Ventricular_arrhythmias_due_to_cardiac_ryanodine_receptor_calcium_release_deficiency_syndrome|Cardiovascular_phenotype,1
